nr_topics,coherence_values,perplexity_values
5,0.39775545624148717,-9.450019287300545
10,0.4364276646507507,-9.837588982339021
15,0.44448185975765636,-10.177346204420088
20,0.46872802579090067,-10.476224704024283
25,0.47638453152265137,-10.780176055316817
30,0.47789491661129485,-11.060737701407561
35,0.48999711768186793,-11.314595963468761
