nr_topics,coherence_values,perplexity_values
5,0.3829841926857009,-7.764085891320091
10,0.36704398243539554,-7.84179315344553
15,0.3776622897991092,-7.923674193719862
20,0.3640713375369012,-8.010978457165333
25,0.36477370655489694,-8.097351447506941
30,0.3601075258257876,-8.196322213852683
35,0.365340745488656,-8.284011848521516
