nr_topics,coherence_values,perplexity_values
25,0.4781525301666884,-10.673172760537863
30,0.4802985303329711,-10.92024876857206
35,0.4806015768794665,-11.169500263626862
40,0.48809376689568246,-11.422094333469547
45,0.4996020526665407,-11.66523589271244
50,0.4789722804131501,-11.863207048905013
55,0.5072283324501086,-12.080534909731995
